mcs,tumor_cells,normal_cells,hypoxic_cells,necrotic_cells,tumor_like_cells,hypoxic_fraction,necrotic_fraction,avg_tumor_volume,total_tumor_volume,avg_tumor_target_volume,avg_tumor_volume_growth_rate,avg_tumor_target_growth_rate,total_tumor_volume_growth_rate,endothelial_cells,vascular_like_cells,active_neovascular_cells,vascular_cells,inactive_neovascular_cells,avg_endothelial_volume,avg_vascular_volume,avg_endothelial_volume_growth_rate,avg_vascular_volume_growth_rate,mean_tumor_oxygen,mean_tumor_vegf,mean_tumor_vegf1,mean_tumor_vegf2,mean_endothelial_oxygen,mean_endothelial_vegf,mean_vascular_oxygen,mean_vascular_vegf1,mean_vascular_vegf2
252,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.527272727272727,1019.0,17.68525459983132,-0.07272727272727272,0.003668143532492898,-4.0,13,13,0,1,12,108.61538461538461,108.61538461538461,-0.15384615384615385,-0.15384615384615385,5.912207089770924,49.16582610390403,0.00013953835637352043,49.16582610390403,69.19419860839844,3.129297577417814,69.19419860839844,11.897437429198852,3.129297577417814
253,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.581818181818182,1022.0,17.68890179720792,0.05454545454545454,0.0036471973765980115,3.0,13,13,0,1,12,108.23076923076923,108.23076923076923,-0.38461538461538464,-0.38461538461538464,5.824249897219918,49.477046099576086,4.190699390509349e-05,49.477046099576086,69.78011850210336,2.9423244159955244,69.78011850210336,11.9752089037345,2.9423244159955244
254,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.636363636363637,1025.0,17.692544694380327,0.05454545454545454,0.0036428971724076706,3.0,13,13,0,1,12,108.84615384615384,108.84615384615384,0.6153846153846154,0.6153846153846154,5.824819578907706,49.34257902665572,4.1092182388737514e-05,49.34257902665572,69.66322708129883,2.9841626584529877,69.66322708129883,11.83188751225288,2.9841626584529877
255,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.563636363636363,1021.0,17.696193972500886,-0.07272727272727272,0.0036492781205610795,-4.0,13,13,0,1,12,108.46153846153847,108.46153846153847,-0.38461538461538464,-0.38461538461538464,5.809660695899616,49.43702018044212,4.0329732428693954e-05,49.43702018044212,69.68708977332481,3.0588043057001553,69.68708977332481,12.213194727897644,3.0588043057001553
256,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.6,1023.0,17.69983832619407,0.03636363636363636,0.0036443536931818183,2.0,13,13,0,1,12,108.15384615384616,108.15384615384616,-0.3076923076923077,-0.3076923076923077,5.748574528910897,49.64241166548295,3.9695323314538294e-05,49.64241166548295,69.6199469933143,3.038366769368832,69.6199469933143,12.314579434119738,3.038366769368832
257,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.509090909090908,1018.0,17.70347928133878,-0.09090909090909091,0.003640955144708807,-5.0,13,13,0,1,12,107.46153846153847,107.46153846153847,-0.6923076923076923,-0.6923076923076923,5.770407584580508,49.77280519658869,3.668212213027355e-05,49.77280519658869,69.67153607881986,3.069069708769138,69.67153607881986,12.342798664019657,3.069069708769138
258,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.563636363636363,1021.0,17.707131611217154,0.05454545454545454,0.0036523298783735793,3.0,13,13,0,1,12,108.38461538461539,108.38461538461539,0.9230769230769231,0.9230769230769231,5.792758449641141,49.61382262490012,0.00012577504445551713,49.61382262490012,69.35334601769081,3.1128328923995676,69.35334601769081,12.484357660779587,3.1128328923995676
259,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.563636363636363,1021.0,17.710782900723544,0.0,0.0036512895063920453,0.0,13,13,0,1,12,107.84615384615384,107.84615384615384,-0.5384615384615384,-0.5384615384615384,5.806650871580297,49.51382682106712,0.00012499282813215734,49.51382682106712,69.24029188889723,3.1758380440565257,69.24029188889723,12.596485745448332,3.1758380440565257
260,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.69090909090909,1028.0,17.714441958340732,0.12727272727272726,0.0036590576171875,7.0,13,13,0,1,12,107.92307692307692,107.92307692307692,0.07692307692307693,0.07692307692307693,5.834396599639546,49.36788330078125,0.00012569321904241362,49.36788330078125,69.69554813091571,3.0871114983008456,69.69554813091571,12.713853195309639,3.0871114983008456
261,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.654545454545456,1026.0,17.718082081187855,-0.03636363636363636,0.0036401228471235796,-2.0,13,13,0,1,12,106.92307692307692,106.92307692307692,-1.0,-1.0,5.798557471145283,49.48908198963512,0.00012580374204750348,49.48908198963512,69.75655188927284,3.0247976917486925,69.75655188927284,12.851820538823421,3.0247976917486925
262,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.8,1034.0,17.72170743075284,0.14545454545454545,0.0036253495649857955,8.0,13,13,0,1,12,107.3076923076923,107.3076923076923,0.38461538461538464,0.38461538461538464,5.706883203983307,49.608597946166995,0.00012298520513086815,49.608597946166995,69.26510356022762,3.1597833518798533,69.26510356022762,12.820307876055058,3.1597833518798533
263,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.763636363636362,1032.0,17.725333404541015,-0.03636363636363636,0.003625973788174716,-2.0,13,13,0,1,12,107.76923076923077,107.76923076923077,0.46153846153846156,0.46153846153846156,5.70998499176719,49.55726217790083,0.00012150703663045242,49.55726217790083,69.46742307222806,3.063345097578489,69.46742307222806,12.82162523155029,3.063345097578489
264,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.672727272727272,1027.0,17.728938085382634,-0.09090909090909091,0.0036046808416193184,-5.0,13,13,0,1,12,107.6923076923077,107.6923076923077,-0.07692307692307693,-0.07692307692307693,5.69916997497732,49.76884235035289,0.00012105996503140301,49.76884235035289,69.4594353895921,3.0727446537751417,69.4594353895921,12.897909499704838,3.0727446537751417
265,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.636363636363637,1025.0,17.73254720514471,-0.03636363636363636,0.0036091197620738637,-2.0,13,13,0,1,12,106.92307692307692,106.92307692307692,-0.7692307692307693,-0.7692307692307693,5.669243732365695,50.1141279740767,0.00012104899512518959,50.1141279740767,69.81861554659329,2.990752495252169,69.81861554659329,12.997979566454887,2.990752495252169
266,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.727272727272727,1030.0,17.736154382879082,0.09090909090909091,0.003607177734375,5.0,13,13,0,1,12,107.61538461538461,107.61538461538461,0.6923076923076923,0.6923076923076923,5.688571432503787,49.935603228482336,0.00012205396811408799,49.935603228482336,70.03705186110277,2.956540875709974,70.03705186110277,12.750366966311748,2.956540875709974
267,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.70909090909091,1029.0,17.739749492298472,-0.01818181818181818,0.0035951094193892043,-1.0,13,13,0,1,12,107.23076923076923,107.23076923076923,-0.38461538461538464,-0.38461538461538464,5.669387780536304,49.947856070778585,0.000152458344439071,49.947856070778585,69.83331709641676,2.9805560134924374,69.83331709641676,13.12170664851482,2.9805560134924374
268,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.69090909090909,1028.0,17.743343075838958,-0.01818181818181818,0.0035935835404829544,-1.0,13,13,0,1,12,108.07692307692308,108.07692307692308,0.8461538461538461,0.8461538461538461,5.647377809611234,49.8981316653165,0.00010420561993048956,49.8981316653165,69.78866107647235,3.023073985026433,69.78866107647235,12.571732067144834,3.023073985026433
269,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.618181818181817,1024.0,17.746943456476384,-0.07272727272727272,0.0036003806374289775,-4.0,13,13,0,1,12,108.3076923076923,108.3076923076923,0.23076923076923078,0.23076923076923078,5.656937084414742,49.74458815834739,5.151557890757054e-05,49.74458815834739,69.57011354886569,3.1164109042057624,69.57011354886569,12.59008419742951,3.1164109042057624
270,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.636363636363637,1025.0,17.750540715997868,0.01818181818181818,0.003597259521484375,1.0,13,13,0,1,12,108.61538461538461,108.61538461538461,0.3076923076923077,0.3076923076923077,5.658935274861076,49.8013219313188,5.5357341413969326e-05,49.8013219313188,69.36132020216722,3.2249945241671343,69.36132020216722,13.05040160050759,3.2249945241671343
271,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.69090909090909,1028.0,17.75414837923917,0.05454545454545454,0.003607663241299716,3.0,13,13,0,1,12,109.15384615384616,109.15384615384616,0.5384615384615384,0.5384615384615384,5.647645272991874,50.04343729886142,0.00014101117015105378,50.04343729886142,69.05801332913913,3.3426441687804003,69.05801332913913,13.101065868941637,3.3426441687804003
272,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.581818181818182,1022.0,17.757757915150034,-0.10909090909090909,0.0036095359108664774,-6.0,13,13,0,1,12,109.07692307692308,109.07692307692308,-0.07692307692307693,-0.07692307692307693,5.629997732422568,50.361770525845614,5.6797173344086486e-05,50.361770525845614,69.05681932889499,3.3422211477389703,69.05681932889499,13.18593131349637,3.3422211477389703
273,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.618181818181817,1024.0,17.76136509288441,0.03636363636363636,0.003607177734375,2.0,13,13,0,1,12,109.23076923076923,109.23076923076923,0.15384615384615385,0.15384615384615385,5.634677516330372,50.158456039428714,2.1530400535537858e-05,50.158456039428714,69.04713498629056,3.3873180678257575,69.04713498629056,12.350877160636278,3.3873180678257575
274,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.581818181818182,1022.0,17.76497539173473,-0.03636363636363636,0.003610298850319602,-2.0,13,13,0,1,12,109.3076923076923,109.3076923076923,0.07692307692307693,0.07692307692307693,5.585359421643344,50.44118433865634,2.2491362095253397e-05,50.44118433865634,68.66186846219577,3.406325305883701,68.66186846219577,12.654628081963612,3.406325305883701
275,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.563636363636363,1021.0,17.76858007257635,-0.01818181818181818,0.0036046808416193184,-1.0,13,13,0,1,12,108.23076923076923,108.23076923076923,-1.0769230769230769,-1.0769230769230769,5.534143846685236,50.471135746348985,4.018627016949423e-05,50.471135746348985,68.94439022357648,3.3562498757472405,68.94439022357648,12.749713528328217,3.3562498757472405
276,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.70909090909091,1029.0,17.772190648859198,0.14545454545454545,0.0036105762828480114,8.0,13,13,0,1,12,108.92307692307692,108.92307692307692,0.6923076923076923,0.6923076923076923,5.598119993643327,49.9293853412975,4.966433305696845e-05,49.9293853412975,69.09789481529823,3.3515642766769114,69.09789481529823,12.766635593313437,3.3515642766769114
277,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.745454545454546,1031.0,17.775794566761363,0.03636363636363636,0.003603917902166193,2.0,13,13,0,1,12,108.53846153846153,108.53846153846153,-0.38461538461538464,-0.38461538461538464,5.610919322750785,49.822275820645416,6.216385661178379e-05,49.822275820645416,68.86063942542442,3.3734174233216505,68.86063942542442,12.781471887460121,3.3734174233216505
278,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.763636363636362,1032.0,17.779406252774326,0.01818181818181818,0.0036116860129616476,1.0,13,13,0,1,12,108.6923076923077,108.6923076923077,0.15384615384615385,0.15384615384615385,5.622722575881264,50.03331621343439,7.705849909178142e-05,50.03331621343439,68.8051631634052,3.362521863900698,68.8051631634052,13.085946817810719,3.362521863900698
279,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.78181818181818,1033.0,17.7830060785467,0.01818181818181818,0.003599825772372159,1.0,13,13,0,1,12,109.6923076923077,109.6923076923077,1.0,1.0,5.584899199008942,50.15386387218128,9.483835479134183e-05,50.15386387218128,68.57474048321063,3.349259553047327,68.57474048321063,12.447630100525343,3.349259553047327
280,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.672727272727272,1027.0,17.786629694158382,-0.10909090909090909,0.0036236156116832385,-6.0,13,13,0,1,12,109.15384615384616,109.15384615384616,-0.5384615384615384,-0.5384615384615384,5.630418983372775,50.090681076049805,0.00037161436632323144,50.090681076049805,68.94913570697491,3.354689284012868,68.94913570697491,12.700928658246994,3.354689284012868
281,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.636363636363637,1025.0,17.790218769420278,-0.03636363636363636,0.003589075261896307,-2.0,13,13,0,1,12,109.38461538461539,109.38461538461539,0.23076923076923078,0.23076923076923078,5.616580694372003,50.21277916648171,0.00040490826571052617,50.21277916648171,68.83915152916542,3.287734579581481,68.83915152916542,12.856173041348274,3.287734579581481
282,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.636363636363637,1025.0,17.793820745294745,0.0,0.0036019758744673296,0.0,13,13,0,1,12,109.76923076923077,109.76923076923077,0.38461538461538464,0.38461538461538464,5.595015485720201,50.01352892788974,0.00045154218190216063,50.01352892788974,68.84915513258714,3.305188080439201,68.84915513258714,12.770856477893316,3.305188080439201
283,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.527272727272727,1019.0,17.797430350563744,-0.10909090909090909,0.0036096052689985796,-6.0,13,13,0,1,12,109.6923076923077,109.6923076923077,-0.07692307692307693,-0.07692307692307693,5.702412725578655,49.98332880193537,0.0005820439638680508,49.98332880193537,69.40943321814903,3.2572181591620812,69.40943321814903,12.783007630935082,3.2572181591620812
284,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.545454545454547,1020.0,17.801028373024682,0.01818181818181818,0.0035980224609375,1.0,13,13,0,1,12,109.84615384615384,109.84615384615384,0.15384615384615385,0.15384615384615385,5.6445057598027315,49.89528749639338,0.00032618058350909187,49.89528749639338,69.46910241933969,3.2804663135455203,69.46910241933969,12.436525188959562,3.2804663135455203
285,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.563636363636363,1021.0,17.804624176025392,0.01818181818181818,0.0035958030007102273,1.0,13,13,0,1,12,110.84615384615384,110.84615384615384,1.0,1.0,5.633227371085773,50.1163970600475,0.00037504806848340374,50.1163970600475,69.51032755925105,3.225118955740562,69.51032755925105,12.872790263249325,3.225118955740562
286,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.636363636363637,1025.0,17.808219632235442,0.07272727272727272,0.003595456210049716,4.0,13,13,0,1,12,110.46153846153847,110.46153846153847,-0.38461538461538464,-0.38461538461538464,5.644006648930636,50.32324638366699,0.0004244668233090428,50.32324638366699,69.29054465660683,3.2810161342987647,69.29054465660683,12.890668392181396,3.2810161342987647
287,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.654545454545456,1026.0,17.81183492487127,0.01818181818181818,0.003615292635830966,1.0,13,13,0,1,12,110.84615384615384,110.84615384615384,0.38461538461538464,0.38461538461538464,5.73218180808154,50.012400367043234,0.0006101174334313541,50.012400367043234,69.54008190448468,3.2141602360285244,69.54008190448468,12.704425271887045,3.2141602360285244
288,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.672727272727272,1027.0,17.81543294733221,0.01818181818181818,0.0035980224609375,1.0,13,13,0,1,12,111.38461538461539,111.38461538461539,0.5384615384615384,0.5384615384615384,5.658655591444536,50.56445388793945,0.00031121599892069827,50.56445388793945,69.26671306903546,3.2493820190429688,69.26671306903546,12.362141843025501,3.2493820190429688
289,14,14,14,27,55,0.2545454545454545,0.4909090909090909,18.6,1023.0,17.819044147838245,-0.07272727272727272,0.0036112005060369317,-4.0,13,13,0,1,12,110.92307692307692,110.92307692307692,-0.46153846153846156,-0.46153846153846156,5.681875137849287,50.35353962291371,0.0003379775751657823,50.35353962291371,69.29349195040189,3.24745846253175,69.29349195040189,12.269791005895687,3.24745846253175
290,14,14,14,27,55,0.2545454545454545,0.4909090909090909,18.581818181818182,1022.0,17.822666237571024,-0.01818181818181818,0.0036220897327769886,-1.0,13,13,0,1,12,110.76923076923077,110.76923076923077,-0.15384615384615385,-0.15384615384615385,5.7801815390586855,49.984221718528055,0.0003540077189701814,49.984221718528055,69.36567071767954,3.237685662049514,69.36567071767954,12.361326433718204,3.237685662049514
291,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.636363636363637,1025.0,17.826290754838425,0.05454545454545454,0.003624517267400568,3.0,13,13,0,1,12,110.3076923076923,110.3076923076923,-0.46153846153846156,-0.46153846153846156,5.796266628395427,49.932501914284444,0.0003727790265488484,49.932501914284444,69.61016963078426,3.159033729479863,69.61016963078426,12.59500381293205,3.159033729479863
292,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.618181818181817,1024.0,17.8299035505815,-0.01818181818181818,0.0036127957430752843,-1.0,13,13,0,1,12,110.84615384615384,110.84615384615384,0.5384615384615384,0.5384615384615384,5.783294083855369,50.098635274713686,0.0006844699054527766,50.098635274713686,69.36410287710336,3.1851132145294776,69.36410287710336,12.53079716861248,3.1851132145294776
293,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.727272727272727,1030.0,17.833506081321023,0.10909090909090909,0.0036025307395241477,6.0,13,13,0,1,12,111.46153846153847,111.46153846153847,0.6153846153846154,0.6153846153846154,5.8001895026727155,49.99931741194292,0.0007166907911062993,49.99931741194292,69.19737478402945,3.228443136582008,69.19737478402945,12.221450622265156,3.228443136582008
294,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.745454545454546,1031.0,17.83711596402255,0.01818181818181818,0.0036098827015269884,1.0,13,13,0,1,12,111.6923076923077,111.6923076923077,0.23076923076923078,0.23076923076923078,5.853161877935583,49.77233803488991,0.001035994895774755,49.77233803488991,69.26138540414664,3.176760027041802,69.26138540414664,12.176814524027018,3.176760027041802
295,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.78181818181818,1033.0,17.840717315673828,0.03636363636363636,0.0036013516512784093,2.0,13,13,0,1,12,111.38461538461539,111.38461538461539,-0.3076923076923077,-0.3076923076923077,5.817485772479664,49.977011143077505,0.0010523929675615524,49.977011143077505,69.08324461716872,3.187056142550248,69.08324461716872,12.110223202751232,3.187056142550248
296,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.745454545454546,1031.0,17.84433129050515,-0.03636363636363636,0.0036139748313210227,-2.0,13,13,0,1,12,110.53846153846153,110.53846153846153,-0.8461538461538461,-0.8461538461538461,5.815562253648585,49.84617448286577,0.001064438577736313,49.84617448286577,69.02273794320914,3.205652246108422,69.02273794320914,12.169746915021769,3.205652246108422
297,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.78181818181818,1033.0,17.847939716685904,0.03636363636363636,0.0036084261807528407,2.0,13,13,0,1,12,111.0,111.0,0.46153846153846156,0.46153846153846156,5.8485345363616945,49.99612721529874,0.0010722941023314178,49.99612721529874,69.34662393423227,3.109124862230741,69.34662393423227,11.93301195364732,3.109124862230741
298,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.8,1034.0,17.85155584161932,0.01818181818181818,0.0036161249334161934,1.0,13,13,0,1,12,110.84615384615384,110.84615384615384,-0.15384615384615385,-0.15384615384615385,5.85342277396809,49.88121646534313,0.0010761965095828292,49.88121646534313,68.67277585543118,3.306440600982079,68.67277585543118,11.928396787780981,3.306440600982079
299,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.763636363636362,1032.0,17.855171619762075,-0.03636363636363636,0.003615778142755682,-2.0,13,13,0,1,12,110.6923076923077,110.6923076923077,-0.15384615384615385,-0.15384615384615385,5.840460636399009,49.90576820373535,0.001076325071876369,49.90576820373535,69.10262063833383,3.25501516690621,69.10262063833383,12.639539498549242,3.25501516690621
300,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.69090909090909,1028.0,17.858781710537997,-0.07272727272727272,0.0036100907759232955,-4.0,13,13,0,1,12,110.92307692307692,110.92307692307692,0.23076923076923078,0.23076923076923078,5.819050758535211,50.19574019692161,0.001072986782404859,50.19574019692161,69.11170313908504,3.212251012141888,69.11170313908504,12.537763925699087,3.212251012141888
301,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.745454545454546,1031.0,17.86240823919123,0.05454545454545454,0.003626528653231534,3.0,13,13,0,1,12,111.15384615384616,111.15384615384616,0.23076923076923078,0.23076923076923078,5.916973393613642,49.888091971657495,0.004151757243945016,49.888091971657495,68.68639403123122,3.326133851821606,68.68639403123122,12.174346080193153,3.326133851821606
302,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.654545454545456,1026.0,17.86601527820934,-0.09090909090909091,0.0036070390181107957,-5.0,13,13,0,1,12,110.3076923076923,110.3076923076923,-0.8461538461538461,-0.8461538461538461,5.844673913175409,50.03644905090332,0.0010569394407396635,50.03644905090332,68.78433520977313,3.2944044287388143,68.78433520977313,12.58776670235854,3.2944044287388143
303,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.636363636363637,1025.0,17.86964860395952,-0.01818181818181818,0.003633325750177557,-1.0,13,13,0,1,12,111.0,111.0,0.6923076923076923,0.6923076923076923,5.945755766738545,49.77811046947132,0.0010450105531633906,49.77811046947132,68.54315332266,3.335168251624474,68.54315332266,12.169055040066059,3.335168251624474
304,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.618181818181817,1024.0,17.873275687477804,-0.01818181818181818,0.0036270835182883525,-1.0,13,13,0,1,12,111.53846153846153,111.53846153846153,0.5384615384615384,0.5384615384615384,5.885272341424769,49.958039682561704,0.0010304638584407216,49.958039682561704,68.7154764028696,3.343520998954773,68.7154764028696,12.302460129444416,3.343520998954773
305,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.69090909090909,1028.0,17.876896875554866,0.07272727272727272,0.003621188077059659,4.0,13,13,0,1,12,111.61538461538461,111.61538461538461,0.07692307692307693,0.07692307692307693,5.934357040578669,49.68871595209295,0.0010138716021443521,49.68871595209295,68.46636287982648,3.3340496925207286,68.46636287982648,12.216037028110945,3.3340496925207286
306,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.745454545454546,1031.0,17.88050870028409,0.05454545454545454,0.0036118247292258525,3.0,13,13,0,1,12,110.38461538461539,110.38461538461539,-1.2307692307692308,-1.2307692307692308,5.940177553350275,49.687173600630324,0.0009953559583217619,49.687173600630324,68.84442930955153,3.305886222765996,68.84442930955153,12.487028474991138,3.305886222765996
307,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.745454545454546,1031.0,17.88412725275213,0.0,0.003618552468039773,0.0,13,13,0,1,12,110.38461538461539,110.38461538461539,0.0,0.0,5.9703632040457295,49.463782743974164,0.0009752179619541983,49.463782743974164,68.5069110576923,3.4027861723533044,68.5069110576923,12.686928203472725,3.4027861723533044
308,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.78181818181818,1033.0,17.887757249311967,0.03636363636363636,0.003629996559836648,2.0,13,13,0,1,12,110.23076923076923,110.23076923076923,-0.15384615384615385,-0.15384615384615385,6.021649576317181,49.70941023393111,0.0010230614854905209,49.70941023393111,68.47371292114258,3.369273942250472,68.47371292114258,12.881172329187393,3.369273942250472
309,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.78181818181818,1033.0,17.89135707508434,0.0,0.003599825772372159,0.0,13,13,0,1,12,110.76923076923077,110.76923076923077,0.5384615384615384,0.5384615384615384,6.01868856495077,49.76883659362793,0.000991426154018566,49.76883659362793,68.73104330209586,3.3447514955814066,68.73104330209586,12.903395522099276,3.3447514955814066
310,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.945454545454545,1042.0,17.89494337602095,0.16363636363636364,0.003586300936612216,9.0,13,13,0,1,12,111.46153846153847,111.46153846153847,0.6923076923076923,0.6923076923076923,5.970314581827684,49.68161562139338,0.000959529538257292,49.68161562139338,68.5582612844614,3.3452751498955946,68.5582612844614,13.006391185407455,3.3452751498955946
311,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.963636363636365,1043.0,17.8985483342951,0.01818181818181818,0.003604958274147727,1.0,13,13,0,1,12,111.15384615384616,111.15384615384616,-0.3076923076923077,-0.3076923076923077,5.971354540911588,49.79141252691095,0.001289447105428406,49.79141252691095,68.77505522507887,3.3109342134915867,68.77505522507887,12.798857633884136,3.3109342134915867
312,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.854545454545455,1037.0,17.90214385986328,-0.10909090909090909,0.003595525568181818,-6.0,13,13,0,1,12,111.92307692307692,111.92307692307692,0.7692307692307693,0.7692307692307693,5.886505851962349,49.964202152598986,0.0008579347242376057,49.964202152598986,68.4145399240347,3.412725480703207,68.4145399240347,12.597151614152468,3.412725480703207
313,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.8,1034.0,17.905747014825995,-0.05454545454545454,0.003603154962713068,-3.0,13,13,0,1,12,111.15384615384616,111.15384615384616,-0.7692307692307693,-0.7692307692307693,6.014962763136084,49.85999856428666,0.0012234057861992842,49.85999856428666,68.88604824359601,3.301410253231342,68.88604824359601,12.630885926576761,3.301410253231342
314,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.87272727272727,1038.0,17.909333177046342,0.07272727272727272,0.0035861622203480115,4.0,13,13,0,1,12,111.6923076923077,111.6923076923077,0.5384615384615384,0.5384615384615384,5.986414061893116,49.81933753273704,0.0011701205906095183,49.81933753273704,68.94082318819486,3.3022739566289463,68.94082318819486,12.59501704115134,3.3022739566289463
315,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.945454545454545,1042.0,17.9129280090332,0.07272727272727272,0.0035948319868607955,4.0,13,13,0,1,12,111.92307692307692,111.92307692307692,0.23076923076923078,0.23076923076923078,5.959405249899084,50.04483136263761,0.0011189811181867983,50.04483136263761,68.80802946824294,3.321084902836726,68.80802946824294,12.04361864236685,3.321084902836726
316,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.98181818181818,1044.0,17.916506056352095,0.03636363636363636,0.0035780473188920456,2.0,13,13,0,1,12,111.61538461538461,111.61538461538461,-0.3076923076923077,-0.3076923076923077,5.879008364677429,49.92944835316051,0.0004668719819448544,49.92944835316051,68.8157471876878,3.2940207857352037,68.8157471876878,12.347263446220985,3.2940207857352037
317,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.87272727272727,1038.0,17.920072174072267,-0.10909090909090909,0.0035661177201704547,-6.0,13,13,0,1,12,112.0,112.0,0.38461538461538464,0.38461538461538464,5.8607351324775,50.23610080372203,0.0005802310671926162,50.23610080372203,68.62014506413387,3.312606834448301,68.62014506413387,12.05329574071444,3.312606834448301
318,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.854545454545455,1037.0,17.92363350608132,-0.01818181818181818,0.003561332009055398,-1.0,13,13,0,1,12,112.38461538461539,112.38461538461539,0.38461538461538464,0.38461538461538464,5.93299044153907,50.49749606739391,0.0005593990600731139,50.49749606739391,68.92378645676833,3.286488574284774,68.92378645676833,12.558226677087637,3.286488574284774
319,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.8,1034.0,17.927178261496802,-0.05454545454545454,0.0035447554154829546,-3.0,13,13,0,1,12,112.46153846153847,112.46153846153847,0.07692307692307693,0.07692307692307693,5.857460071823814,50.65641933787953,0.000536767946709128,50.65641933787953,69.38563068096454,3.2382125166746287,69.38563068096454,12.553804837740385,3.2382125166746287
320,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.89090909090909,1039.0,17.930767544833095,0.09090909090909091,0.0035892833362926135,5.0,13,13,0,1,12,111.84615384615384,111.84615384615384,-0.6153846153846154,-0.6153846153846154,5.951010456952182,50.26004857149991,0.000664852273611388,50.26004857149991,69.28151116004356,3.219612240791321,69.28151116004356,12.305173786786886,3.219612240791321
321,13,13,15,27,55,0.2727272727272727,0.4909090909090909,18.78181818181818,1033.0,17.93431951349432,-0.10909090909090909,0.003551968661221591,-6.0,13,13,0,1,12,111.46153846153847,111.46153846153847,-0.38461538461538464,-0.38461538461538464,5.874702321399342,50.363917194713245,0.0004965627745372878,50.363917194713245,68.78177848229042,3.356118830350729,68.78177848229042,12.237970655927292,3.356118830350729
